*******************************************************************************
 Revised: June 21, 2016                 Mars                            499 / 4
 
 PHYSICAL DATA (updated 2019-Oct-29):
  Vol. mean radius (km) = 3389.92+-0.04   Density (g/cm^3)      =  3.933(5+-4)
  Mass x10^23 (kg)      =    6.4171       Flattening, f         =  1/169.779
  Volume (x10^10 km^3)  =   16.318        Equatorial radius (km)=  3396.19
  Sidereal rot. period  =   24.622962 hr  Sid. rot. rate, rad/s =  0.0000708822 
  Mean solar day (sol)  =   88775.24415 s Polar gravity m/s^2   =  3.758
  Core radius (km)      = ~1700           Equ. gravity  m/s^2   =  3.71
  Geometric Albedo      =    0.150                                              

  GM (km^3/s^2)         = 42828.375214    Mass ratio (Sun/Mars) = 3098703.59
  GM 1-sigma (km^3/s^2) = +- 0.00028      Mass of atmosphere, kg= ~ 2.5 x 10^16
  Mean temperature (K)  =  210            Atmos. pressure (bar) =    0.0056 
  Obliquity to orbit    =   25.19 deg     Max. angular diam.    =  17.9"
  Mean sidereal orb per =    1.88081578 y Visual mag. V(1,0)    =  -1.52
  Mean sidereal orb per =  686.98 d       Orbital speed,  km/s  =  24.13
  Hill's sphere rad. Rp =  319.8          Escape speed, km/s    =   5.027
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         717         493         589
  Maximum Planetary IR (W/m^2)   470         315         390
  Minimum Planetary IR (W/m^2)    30          30          30
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Thu Sep  2 09:28:41 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: mar097}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2018-May-06 00:00:00.0000 TDB
Stop  time      : A.D. 2018-Nov-26 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2458326.500000000, A.D. 2018-Jul-27 00:00:00.0000,  1.163340917204691E+08, -1.740445759457493E+08, -6.501489468757771E+06,  2.105862078690757E+01,  1.554139972375767E+01, -1.911072171513064E-01,  6.986348851421888E+02,  2.094454694613244E+08, -1.211858730996623E+00,
2458327.500000000, A.D. 2018-Jul-28 00:00:00.0000,  1.181472483024008E+08, -1.726924346327060E+08, -6.517650082329199E+06,  2.091218270288399E+01,  1.575794000513410E+01, -1.829756939912004E-01,  6.982886013989607E+02,  2.093416562067767E+08, -1.191199185634604E+00,
2458328.500000000, A.D. 2018-Jul-29 00:00:00.0000,  1.199476455798175E+08, -1.713216437549543E+08, -6.533106752837822E+06,  2.076326858409390E+01,  1.597309707272345E+01, -1.748123858863382E-01,  6.979482947093790E+02,  2.092396348278331E+08, -1.170380541792491E+00,
2458329.500000000, A.D. 2018-Jul-30 00:00:00.0000,  1.217350701784915E+08, -1.699323242551093E+08, -6.547856778053977E+06,  2.061189137231569E+01,  1.618683772980218E+01, -1.666183155052368E-01,  6.976140105850291E+02,  2.091394189685239E+08, -1.149405135408445E+00,
2458330.500000000, A.D. 2018-Jul-31 00:00:00.0000,  1.235093098642593E+08, -1.685245999408034E+08, -6.561897543866083E+06,  2.045806454641872E+01,  1.639912888742129E+01, -1.583945132524534E-01,  6.972857938580477E+02,  2.090410220691854E+08, -1.128275354481220E+00,
2458331.500000000, A.D. 2018-Aug-01 00:00:00.0000,  1.252701535898577E+08, -1.670985974754874E+08, -6.575226525188483E+06,  2.030180211300774E+01,  1.660993755945093E+01, -1.501420133178630E-01,  6.969636886683065E+02,  2.089444573626183E+08, -1.106993632007976E+00,
2458332.500000000, A.D. 2018-Aug-02 00:00:00.0000,  1.270173915419210E+08, -1.656544463683913E+08, -6.587841286926277E+06,  2.014311860706328E+01,  1.681923087104294E+01, -1.418618538091074E-01,  6.966477384512625E+02,  2.088497378704451E+08, -1.085562444225520E+00,
2458333.500000000, A.D. 2018-Aug-03 00:00:00.0000,  1.287508151879773E+08, -1.641922789637385E+08, -6.599739484942310E+06,  1.998202910436133E+01,  1.702697607106125E+01, -1.335550824590355E-01,  6.963379859264586E+02,  2.087568763996624E+08, -1.063984304382027E+00,
2458334.500000000, A.D. 2018-Aug-04 00:00:00.0000,  1.304702173232961E+08, -1.627122304290589E+08, -6.610918866955087E+06,  1.981854923834713E+01,  1.723314054208403E+01, -1.252227652132705E-01,  6.960344730859980E+02,  2.086658855391862E+08, -1.042261750823543E+00,
2458335.500000000, A.D. 2018-Aug-05 00:00:00.0000,  1.321753921176505E+08, -1.612144387423740E+08, -6.621377273387961E+06,  1.965269520459767E+01,  1.743769181735419E+01, -1.168659888204786E-01,  6.957372411825725E+02,  2.085767776562622E+08, -1.020397347442090E+00,
2458336.500000000, A.D. 2018-Aug-06 00:00:00.0000,  1.338661351621174E+08, -1.596990446782554E+08, -6.631112638236344E+06,  1.948448374463278E+01,  1.764059760626187E+01, -1.084858524630032E-01,  6.954463307174052E+02,  2.084895648928518E+08, -9.983937035414099E-01,
2458337.500000000, A.D. 2018-Aug-07 00:00:00.0000,  1.355422435158570E+08, -1.581661917929899E+08, -6.640122989952751E+06,  1.931393212680100E+01,  1.784182581228801E+01, -1.000834577432315E-01,  6.951617814286847E+02,  2.084042591621641E+08, -9.762534898909155E-01,
2458338.500000000, A.D. 2018-Aug-08 00:00:00.0000,  1.372035157526746E+08, -1.566160264089805E+08, -6.648406452278040E+06,  1.914105814385684E+01,  1.804134453602738E+01, -9.165990781033884E-02,  6.948836322804424E+02,  2.083208721453220E+08, -9.539794326673233E-01,
2458339.500000000, A.D. 2018-Aug-09 00:00:00.0000,  1.388497520072776E+08, -1.550486975982350E+08, -6.655961244976602E+06,  1.896588011946013E+01,  1.823912207027140E+01, -8.321631205871505E-02,  6.946119214513230E+02,  2.082394152879951E+08, -9.315742955180105E-01,
2458340.500000000, A.D. 2018-Aug-10 00:00:00.0000,  1.404807540213538E+08, -1.534643571647660E+08, -6.662785684529237E+06,  1.878841690968191E+01,  1.843512689766780E+01, -7.475378883630768E-02,  6.943466863231140E+02,  2.081598997969613E+08, -9.090408670077862E-01,
2458341.500000000, A.D. 2018-Aug-11 00:00:00.0000,  1.420963251896276E+08, -1.518631596259676E+08, -6.668878184874803E+06,  1.860868790332001E+01,  1.862932770224413E+01, -6.627346684873370E-02,  6.940879634696561E+02,  2.080823366367823E+08, -8.863819592364361E-01,
2458342.500000000, A.D. 2018-Aug-12 00:00:00.0000,  1.436962706058454E+08, -1.502452621931445E+08, -6.674237258204304E+06,  1.842671302836650E+01,  1.882169339788310E+01, -5.777648840418870E-02,  6.938357886465383E+02,  2.080067365267142E+08, -8.636004140610500E-01,
2458343.500000000, A.D. 2018-Aug-13 00:00:00.0000,  1.452803971084591E+08, -1.486108247511803E+08, -6.678861515710525E+06,  1.824251275422780E+01,  1.901219315929125E+01, -4.926401027107374E-02,  6.935901967810678E+02,  2.079331099377000E+08, -8.406991127615157E-01,
2458344.500000000, A.D. 2018-Aug-14 00:00:00.0000,  1.468485133258715E+08, -1.469600098371598E+08, -6.682749668219589E+06,  1.805610807803136E+01,  1.920079643305434E+01, -4.073719793051911E-02,  6.933512219617772E+02,  2.078614670892247E+08, -8.176809817468157E-01,
2458345.500000000, A.D. 2018-Aug-15 00:00:00.0000,  1.484004297213536E+08, -1.452929826178837E+08, -6.685900526756279E+06,  1.786752050511778E+01,  1.938747293226463E+01, -3.219721822712796E-02,  6.931188974276324E+02,  2.077918179460798E+08, -7.945489912513195E-01,
2458346.500000000, A.D. 2018-Aug-16 00:00:00.0000,  1.499359586377893E+08, -1.436099108664431E+08, -6.688313003139764E+06,  1.767677203871005E+01,  1.957219263769561E+01, -2.364523629656556E-02,  6.928932555577923E+02,  2.077241722152927E+08, -7.713061530808210E-01,
2458347.500000000, A.D. 2018-Aug-17 00:00:00.0000,  1.514549143421788E+08, -1.419109649380389E+08, -6.689986110606842E+06,  1.748388518316632E+01,  1.975492580892263E+01, -1.508241853929704E-02,  6.926743278622516E+02,  2.076585393433223E+08, -7.479555156231941E-01,
2458348.500000000, A.D. 2018-Aug-18 00:00:00.0000,  1.529571130697083E+08, -1.401963177450042E+08, -6.690918964381196E+06,  1.728888295568536E+01,  1.993564299330323E+01, -6.509940162326977E-03,  6.924621449728286E+02,  2.075949285133566E+08, -7.245001505257044E-01,
2458349.500000000, A.D. 2018-Aug-19 00:00:00.0000,  1.544423730673575E+08, -1.384661447308069E+08, -6.691110782165289E+06,  1.709178889499556E+01,  2.011431503441395E+01,  2.071008072597635E-03,  6.922567366339367E+02,  2.075333486425466E+08, -7.009431404770717E-01,
2458350.500000000, A.D. 2018-Aug-20 00:00:00.0000,  1.559105146371887E+08, -1.367206238429209E+08, -6.690560884623475E+06,  1.689262705451264E+01,  2.029091309342914E+01,  1.065922130111208E-02,  6.920581316933257E+02,  2.074738083792298E+08, -6.772875868033068E-01,
2458351.500000000, A.D. 2018-Aug-21 00:00:00.0000,  1.573613601793631E+08, -1.349599355047146E+08, -6.689268695897102E+06,  1.669142198069464E+01,  2.046540867718222E+01,  1.925349031973500E-02,  6.918663580933235E+02,  2.074163161003056E+08, -6.535366323102595E-01,
2458352.500000000, A.D. 2018-Aug-22 00:00:00.0000,  1.587947342346990E+08, -1.331842625865662E+08, -6.687233744091943E+06,  1.648819869602521E+01,  2.063777365147354E+01,  2.785260867166706E-02,  6.916814428626546E+02,  2.073608799087818E+08, -6.296934707151304E-01,
2458353.500000000, A.D. 2018-Aug-23 00:00:00.0000,  1.602104635265955E+08, -1.313937903761903E+08, -6.684455661662981E+06,  1.628298269661343E+01,  2.080798023704362E+01,  3.645537104137109E-02,  6.915034121083472E+02,  2.073075076313484E+08, -6.057613337029658E-01,
2458354.500000000, A.D. 2018-Aug-24 00:00:00.0000,  1.616083770023653E+08, -1.295887065479805E+08, -6.680934185711235E+06,  1.607579995178920E+01,  2.097600100233777E+01,  4.506056966177141E-02,  6.913322910074348E+02,  2.072562068158902E+08, -5.817434747617769E-01,
2458355.500000000, A.D. 2018-Aug-25 00:00:00.0000,  1.629883058741566E+08, -1.277692011313310E+08, -6.676669158285238E+06,  1.586667689883769E+01,  2.114180886620529E+01,  5.366699336270386E-02,  6.911681037989140E+02,  2.072069847290756E+08, -5.576431635383842E-01,
2458356.500000000, A.D. 2018-Aug-26 00:00:00.0000,  1.643500836595157E+08, -1.259354664781035E+08, -6.671660526738472E+06,  1.565564044230950E+01,  2.130537711603053E+01,  6.227342536730962E-02,  6.910108737765208E+02,  2.071598483541909E+08, -5.334636861062618E-01,
2458357.500000000, A.D. 2018-Aug-27 00:00:00.0000,  1.656935462214096E+08, -1.240876972293507E+08, -6.665908344083875E+06,  1.544271795941096E+01,  2.146667943642364E+01,  7.087863881298873E-02,  6.908606232821331E+02,  2.071148043891627E+08, -5.092083458521465E-01,
2458358.500000000, A.D. 2018-Aug-28 00:00:00.0000,  1.670185318075032E+08, -1.222260902811541E+08, -6.659412769248076E+06,  1.522793729410982E+01,  2.162568993255885E+01,  7.948139746219240E-02,  6.907173736989719E+02,  2.070718592445193E+08, -4.848804688852175E-01,
2458359.500000000, A.D. 2018-Aug-29 00:00:00.0000,  1.683248810886807E+08, -1.203508447494163E+08, -6.652174067215420E+06,  1.501132673289136E+01,  2.178238313424255E+01,  8.808046414640636E-02,  6.905811454442879E+02,  2.070310190411986E+08, -4.604834125108100E-01,
2458360.500000000, A.D. 2018-Aug-30 00:00:00.0000,  1.696124371969601E+08, -1.184621619337105E+08, -6.644192609148704E+06,  1.479291498075549E+01,  2.193673399180390E+01,  9.667460841279407E-02,  6.904519579622071E+02,  2.069922896084027E+08, -4.360205696062311E-01,
2458361.500000000, A.D. 2018-Aug-31 00:00:00.0000,  1.708810457628320E+08, -1.165602452804414E+08, -6.635468872537665E+06,  1.457273115250550E+01,  2.208871788058923E+01,  1.052626071014853E-01,  6.903298297173659E+02,  2.069556764816905E+08, -4.114953662148573E-01,
2458362.500000000, A.D. 2018-Sep-01 00:00:00.0000,  1.721305549518547E+08, -1.146453003454155E+08, -6.626003441318192E+06,  1.435080477695403E+01,  2.223831060886343E+01,  1.138432386423514E-01,  6.902147781890777E+02,  2.069211849012284E+08, -3.869112502627203E-01,
2458363.500000000, A.D. 2018-Sep-02 00:00:00.0000,  1.733608155003813E+08, -1.127175347556736E+08, -6.615797005900905E+06,  1.412716580319347E+01,  2.238548842079734E+01,  1.224152755371133E-01,  6.901068198653807E+02,  2.068888198100057E+08, -3.622716753154624E-01,
2458364.500000000, A.D. 2018-Sep-03 00:00:00.0000,  1.745716807505243E+08, -1.107771581704241E+08, -6.604850363149807E+06,  1.390184459865163E+01,  2.253022800487156E+01,  1.309774807167035E-01,  6.900059702369847E+02,  2.068585858520205E+08, -3.375800939835860E-01,
2458365.500000000, A.D. 2018-Sep-04 00:00:00.0000,  1.757630066845078E+08, -1.088243822411401E+08, -6.593164416390903E+06,  1.367487193336080E+01,  2.267250651889647E+01,  1.395286119461829E-01,  6.899122437917165E+02,  2.068304873706139E+08, -3.128399717371298E-01,
2458366.500000000, A.D. 2018-Sep-05 00:00:00.0000,  1.769346519583325E+08, -1.068594205710467E+08, -6.580740175434455E+06,  1.344627895640419E+01,  2.281230161456445E+01,  1.480674309025733E-01,  6.898256540097036E+02,  2.068045284070266E+08, -2.880548065768301E-01,
2458367.500000000, A.D. 2018-Sep-06 00:00:00.0000,  1.780864779345374E+08, -1.048824886741086E+08, -6.567578756518565E+06,  1.321609718050970E+01,  2.294959143988212E+01,  1.565927071392430E-01,  6.897462133588685E+02,  2.067807126990476E+08, -2.632281298273875E-01,
2458368.500000000, A.D. 2018-Sep-07 00:00:00.0000,  1.792183487140126E+08, -1.028938039333966E+08, -6.553681382140703E+06,  1.298435847639288E+01,  2.308435462652917E+01,  1.651032156831764E-01,  6.896739332903516E+02,  2.067590436796425E+08, -2.383634912157954E-01,
2458369.500000000, A.D. 2018-Sep-08 00:00:00.0000,  1.803301311670451E+08, -1.008935855586991E+08, -6.539049380853474E+06,  1.275109506546672E+01,  2.321657028209890E+01,  1.735977351567382E-01,  6.896088242341770E+02,  2.067395244756539E+08, -2.134644487160631E-01,
2458370.500000000, A.D. 2018-Sep-09 00:00:00.0000,  1.814216949637575E+08, -9.888205454348560E+07, -6.523684187112272E+06,  1.251633951221743E+01,  2.334621799700278E+01,  1.820750470204935E-01,  6.895508955958544E+02,  2.067221579067825E+08, -1.885345664691070E-01,
2458371.500000000, A.D. 2018-Sep-10 00:00:00.0000,  1.824929126038693E+08, -9.685943362139282E+07, -6.507587341162942E+06,  1.228012472569578E+01,  2.347327786341403E+01,  1.905339312647758E-01,  6.895001557540209E+02,  2.067069464848807E+08, -1.635774101015944E-01,
2458372.500000000, A.D. 2018-Sep-11 00:00:00.0000,  1.835436594455745E+08, -9.482594722219668E+07, -6.490760488877930E+06,  1.204248396244446E+01,  2.359773049792436E+01,  1.989731615937504E-01,  6.894566120584516E+02,  2.066938924133556E+08, -1.385965413841432E-01,
2458373.500000000, A.D. 2018-Sep-12 00:00:00.0000,  1.845738137334476E+08, -9.278182142705083E+07, -6.473205381486412E+06,  1.180345081090562E+01,  2.371955705540263E+01,  2.073915091250527E-01,  6.894202708278298E+02,  2.066829975865008E+08, -1.135955243837685E-01,
2458374.500000000, A.D. 2018-Sep-13 00:00:00.0000,  1.855832566254834E+08, -9.072728392294486E+07, -6.454923875245661E+06,  1.156305916014542E+01,  2.383873922821845E+01,  2.157877529256442E-01,  6.893911373475627E+02,  2.066742635888414E+08, -8.857793917422108E-02,
2458375.500000000, A.D. 2018-Sep-14 00:00:00.0000,  1.865718722193706E+08, -8.866256395661131E+07, -6.435917931128629E+06,  1.132134317769152E+01,  2.395525924316385E+01,  2.241606859084655E-01,  6.893692158683486E+02,  2.066676916947048E+08, -6.354738718234705E-02,
2458376.500000000, A.D. 2018-Sep-15 00:00:00.0000,  1.875395475779148E+08, -8.658789228808688E+07, -6.416189614515699E+06,  1.107833730592606E+01,  2.406909986451989E+01,  2.325091118981835E-01,  6.893545096055446E+02,  2.066632828680308E+08, -3.850748284816675E-02,
2458377.500000000, A.D. 2018-Sep-16 00:00:00.0000,  1.884861727534369E+08, -8.450350114386509E+07, -6.395741094814654E+06,  1.083407626632789E+01,  2.418024439513933E+01,  2.408318383644570E-01,  6.893470207386915E+02,  2.066610377622293E+08, -1.346183712370994E-02,
2458378.500000000, A.D. 2018-Sep-17 00:00:00.0000,  1.894116408111521E+08, -8.240962416943832E+07, -6.374574645000663E+06,  1.058859505927918E+01,  2.428867667535490E+01,  2.491276706233023E-01,  6.893467504109123E+02,  2.066609567199999E+08,  1.158595595126368E-02,
2458379.500000000, A.D. 2018-Sep-18 00:00:00.0000,  1.903158478517008E+08, -8.030649638118297E+07, -6.352692641157474E+06,  1.034192895448235E+01,  2.439438109494994E+01,  2.573954112499006E-01,  6.893536987286850E+02,  2.066630397732640E+08,  3.663231870080433E-02,
2458380.500000000, A.D. 2018-Sep-19 00:00:00.0000,  1.911986930328712E+08, -7.819435411776374E+07, -6.330097562060051E+06,  1.009411347183583E+01,  2.449734262044926E+01,  2.656338656896633E-01,  6.893678647624050E+02,  2.066672866433330E+08,  6.167367489228402E-02,
2458381.500000000, A.D. 2018-Sep-20 00:00:00.0000,  1.920600785903122E+08, -7.607343499123040E+07, -6.306791988720104E+06,  9.845184358865064E+00,  2.459754681173505E+01,  2.738418495860966E-01,  6.893892465473352E+02,  2.066736967411936E+08,  8.670643663358089E-02,
2458382.500000000, A.D. 2018-Sep-21 00:00:00.0000,  1.928999098570491E+08, -7.394397783778475E+07, -6.282778603807945E+06,  9.595177575208487E+00,  2.469497981270553E+01,  2.820181908083192E-01,  6.894178410843069E+02,  2.066822691677178E+08,  1.117270077532522E-01,
2458383.500000000, A.D. 2018-Sep-22 00:00:00.0000,  1.937180952818941E+08, -7.180622266808489E+07, -6.258060190983184E+06,  9.344129281856270E+00,  2.478962833412997E+01,  2.901617278740005E-01,  6.894536443402646E+02,  2.066930027138257E+08,  1.367317935302383E-01,
2458384.500000000, A.D. 2018-Sep-23 00:00:00.0000,  1.945145464469648E+08, -6.966041061710487E+07, -6.232639634239465E+06,  9.092075829385315E+00,  2.488147964909705E+01,  2.982713093598921E-01,  6.894966512493642E+02,  2.067058958608156E+08,  1.617172039209378E-01,
2458385.500000000, A.D. 2018-Sep-24 00:00:00.0000,  1.952891780843494E+08, -6.750678389375466E+07, -6.206519917303439E+06,  8.839053751655664E+00,  2.497052160254055E+01,  3.063457917766375E-01,  6.895468557150128E+02,  2.067209467809750E+08,  1.866796568507697E-01,
2458386.500000000, A.D. 2018-Sep-25 00:00:00.0000,  1.960419080917532E+08, -6.534558573036045E+07, -6.179704123021305E+06,  8.585099768712681E+00,  2.505674262641921E+01,  3.143840333604953E-01,  6.896042506124052E+02,  2.067381533383409E+08,  2.116155890174806E-01,
2458387.500000000, A.D. 2018-Sep-26 00:00:00.0000,  1.967726575469806E+08, -6.317706033184913E+07, -6.152195432655487E+06,  8.330250783217258E+00,  2.514013175389373E+01,  3.223848908759130E-01,  6.896688277908869E+02,  2.067575130894087E+08,  2.365214617654317E-01,
2458388.500000000, A.D. 2018-Sep-27 00:00:00.0000,  1.974813507213142E+08, -6.100145282447389E+07, -6.123997125100400E+06,  8.074543854271861E+00,  2.522067862560495E+01,  3.303472271483763E-01,  6.897405780761607E+02,  2.067790232837931E+08,  2.613937482213216E-01,
2458389.500000000, A.D. 2018-Sep-28 00:00:00.0000,  1.981679150919231E+08, -5.881900920420746E+07, -6.095112576088004E+06,  7.818016163433789E+00,  2.529837348588714E+01,  3.382699220849315E-01,  6.898194912729271E+02,  2.068026808650203E+08,  2.862289156066529E-01,
2458390.500000000, A.D. 2018-Sep-29 00:00:00.0000,  1.988322813533112E+08, -5.662997628509077E+07, -6.065545257411927E+06,  7.560704998195837E+00,  2.537320717792166E+01,  3.461518751194941E-01,  6.899055561682757E+02,  2.068284824715444E+08,  3.110234240230298E-01,
2458391.500000000, A.D. 2018-Sep-30 00:00:00.0000,  1.994743834276611E+08, -5.443460164761418E+07, -6.035298736113299E+06,  7.302647752451880E+00,  2.544517114025741E+01,  3.539919992065350E-01,  6.899987605353811E+02,  2.068564244378553E+08,  3.357737409307024E-01,
2458392.500000000, A.D. 2018-Oct-01 00:00:00.0000,  2.000941584740059E+08, -5.223313358695406E+07, -6.004376673581544E+06,  7.043881927581120E+00,  2.551425739977822E+01,  3.617892138584171E-01,  6.900990911370625E+02,  2.068865027955460E+08,  3.604763569922783E-01,
2458393.500000000, A.D. 2018-Oct-02 00:00:00.0000,  2.006915468963725E+08, -5.002582106092332E+07, -5.972782824623108E+06,  6.784445125778350E+00,  2.558045856909896E+01,  3.695424419060913E-01,  6.902065337295332E+02,  2.069187132744367E+08,  3.851277928460027E-01,
2458394.500000000, A.D. 2018-Oct-03 00:00:00.0000,  2.012664923510506E+08, -4.781291363773646E+07, -5.940521036578659E+06,  6.524375037105633E+00,  2.564376786195600E+01,  3.772506106963149E-01,  6.903210730669548E+02,  2.069530513039400E+08,  4.097245952547341E-01,
2458395.500000000, A.D. 2018-Oct-04 00:00:00.0000,  2.018189417529043E+08, -4.559466144378589E+07, -5.907595248464338E+06,  6.263709421051096E+00,  2.570417911691206E+01,  3.849126572944570E-01,  6.904426929066763E+02,  2.069895120146316E+08,  4.342633267647494E-01,
2458396.500000000, A.D. 2018-Oct-05 00:00:00.0000,  2.023488452804905E+08, -4.337131511147694E+07, -5.874009490027228E+06,  6.002486085574821E+00,  2.576168680045610E+01,  3.925275340627827E-01,  6.905713760143791E+02,  2.070280902397929E+08,  4.587405585026381E-01,
2458397.500000000, A.D. 2018-Oct-06 00:00:00.0000,  2.028561563799412E+08, -4.114312572701246E+07, -5.839767880680164E+06,  5.740742870485623E+00,  2.581628598633322E+01,  4.000942101248661E-01,  6.907071041688516E+02,  2.070687805168421E+08,  4.831528720302463E-01,
2458398.500000000, A.D. 2018-Oct-07 00:00:00.0000,  2.033408317678202E+08, -3.891034477807095E+07, -5.804874628407186E+06,  5.478517633914538E+00,  2.586797233739807E+01,  4.076116708850233E-01,  6.908498581670311E+02,  2.071115770888456E+08,  5.074968623576270E-01,
2458399.500000000, A.D. 2018-Oct-08 00:00:00.0000,  2.038028314331174E+08, -3.667322410152727E+07, -5.769334028727327E+06,  5.215848242059622E+00,  2.591674210416639E+01,  4.150789170837541E-01,  6.909996178299456E+02,  2.071564739063000E+08,  5.317691399714877E-01,
2458400.500000000, A.D. 2018-Oct-09 00:00:00.0000,  2.042421186382917E+08, -3.443201583139554E+07, -5.733150463691296E+06,  4.952772568208469E+00,  2.596259213251396E+01,  4.224949601875245E-01,  6.911563620093457E+02,  2.072034646291195E+08,  5.559663404423046E-01,
2458401.500000000, A.D. 2018-Oct-10 00:00:00.0000,  2.046586599191912E+08, -3.218697234694558E+07, -5.696328400823448E+06,  4.689328496381506E+00,  2.600551987135419E+01,  4.298588154701957E-01,  6.913200685943550E+02,  2.072525426286303E+08,  5.800851392188349E-01,
2458402.500000000, A.D. 2018-Oct-11 00:00:00.0000,  2.050524250838424E+08, -2.993834622078106E+07, -5.658872391982213E+06,  4.425553910326828E+00,  2.604552337935296E+01,  4.371695021436803E-01,  6.914907145179475E+02,  2.073037009895117E+08,  6.041222524981352E-01,
2458403.500000000, A.D. 2018-Oct-12 00:00:00.0000,  2.054233872102470E+08, -2.768639016684397E+07, -5.620787072193492E+06,  4.161486661166212E+00,  2.608260132669135E+01,  4.444260540330447E-01,  6.916682757637052E+02,  2.073569325118231E+08,  6.280744177363122E-01,
2458404.500000000, A.D. 2018-Oct-13 00:00:00.0000,  2.057715226432594E+08, -2.543135698860157E+07, -5.582077158505520E+06,  3.897164537859664E+00,  2.611675298861038E+01,  4.516275287592428E-01,  6.918527273732236E+02,  2.074122297132226E+08,  6.519383779092573E-01,
2458405.500000000, A.D. 2018-Oct-14 00:00:00.0000,  2.060968109904495E+08, -2.317349952763419E+07, -5.542747448836875E+06,  3.632625259380324E+00,  2.614797823567401E+01,  4.587730060089470E-01,  6.920440434538881E+02,  2.074695848312998E+08,  6.757108874247757E-01,
2458406.500000000, A.D. 2018-Oct-15 00:00:00.0000,  2.063992351168384E+08, -2.091307061254184E+07, -5.502802820755985E+06,  3.367906477657931E+00,  2.617627752203752E+01,  4.658615800157229E-01,  6.922421971865217E+02,  2.075289898258680E+08,  6.993887285191988E-01,
2458407.500000000, A.D. 2018-Oct-16 00:00:00.0000,  2.066787811385764E+08, -1.865032300796578E+07, -5.462248230202963E+06,  3.103045774722612E+00,  2.620165187356295E+01,  4.728923544919663E-01,  6.924471608330089E+02,  2.075904363812490E+08,  7.229687212113522E-01,
2458408.500000000, A.D. 2018-Oct-17 00:00:00.0000,  2.069354384157650E+08, -1.638550936371867E+07, -5.421088710240302E+06,  2.838080653258348E+00,  2.622410288763597E+01,  4.798644415041977E-01,  6.926589057445490E+02,  2.076539159087487E+08,  7.464477249861559E-01,
2458409.500000000, A.D. 2018-Oct-18 00:00:00.0000,  2.071691995444704E+08, -1.411888216421376E+07, -5.379329369868487E+06,  2.573048525403522E+00,  2.624363275060584E+01,  4.867769628700440E-01,  6.928774023707568E+02,  2.077194195493842E+08,  7.698226374990579E-01,
2458410.500000000, A.D. 2018-Oct-19 00:00:00.0000,  2.073800603477430E+08, -1.185069367830545E+07, -5.336975392821528E+06,  2.307986696928064E+00,  2.626024425299294E+01,  4.936290544342938E-01,  6.931026202689436E+02,  2.077869381766672E+08,  7.930903898984202E-01,
2458411.500000000, A.D. 2018-Oct-20 00:00:00.0000,  2.075680198654745E+08, -9.581195909461675E+06, -5.294032036249159E+06,  2.042932347026500E+00,  2.627394077822771E+01,  5.004198709206786E-01,  6.933345281129414E+02,  2.078564623992488E+08,  8.162479400207804E-01,
2458412.500000000, A.D. 2018-Oct-21 00:00:00.0000,  2.077330803432097E+08, -7.310640546166681E+06, -5.250504629321682E+06,  1.777922510782297E+00,  2.628472627558746E+01,  5.071485878830995E-01,  6.935730937017828E+02,  2.079279825635218E+08,  8.392922682226778E-01,
2458413.500000000, A.D. 2018-Oct-22 00:00:00.0000,  2.078752472201505E+08, -5.039278912629910E+06, -5.206398571870872E+06,  1.512994067074819E+00,  2.629260524492937E+01,  5.138144014854813E-01,  6.938182839690388E+02,  2.080014887564201E+08,  8.622203767533730E-01,
2458414.500000000, A.D. 2018-Oct-23 00:00:00.0000,  2.079945291163919E+08, -2.767361920000284E+06, -5.161719333098680E+06,  1.248183734496521E+00,  2.629758273674712E+01,  5.204165256548219E-01,  6.940700649929212E+02,  2.080769708084476E+08,  8.850292961127618E-01,
2458415.500000000, A.D. 2018-Oct-24 00:00:00.0000,  2.080909378192267E+08, -4.951400181463368E+05, -5.116472450277691E+06,  9.835280760644546E-01,  2.629966435444414E+01,  5.269541852455060E-01,  6.943284020065220E+02,  2.081544182967474E+08,  9.077161004257930E-01,
2458416.500000000, A.D. 2018-Oct-25 00:00:00.0000,  2.081644882684333E+08,  1.777136852173748E+06, -5.070663527381636E+06,  7.190635009275650E-01,  2.629885625476232E+01,  5.334266104049643E-01,  6.945932594078106E+02,  2.082338205480992E+08,  9.302779200595420E-01,
